tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,loai_bds,loai_gd,url,nguon,ngay_dang,gia_vnd,dien_tich_m2,lien_he,mo_ta
"Cho thuê nhà khu Bình Phú, MT đường Chợ Lớn, DT 8 x 15m, 4.5 tấm, giá 70 triệu/tháng",70 Triệu/tháng,120 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-cho-lon-dt-8-x-15m-4-5-tam-gia-80-trieu-thang.html,luachonnhadat.vn,2026-05-25,70000000,120,NA,NA
"Cho thuê mặt bằng MT đường Tỉnh Lộ 10, P. Bình Trị Đông A, DT 5 x 18m, giá 23 triệu/tháng",23 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-tinh-lo-10-p-binh-tri-dong-a-dt-5-x-29m-3-tam-gia-35-trieu-thang-1751680051.html,luachonnhadat.vn,2026-05-25,23000000,90,NA,NA
"Cho thuê nhà MT đường Số 59B, P. Tân Tạo, DT 5.3 x 16m, 4 tấm, giá 26 triệu/tháng",26 Triệu/tháng,84 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-59b-p-tan-tao-dt-5-3-x-16m-4-tam-gia-26-trieu-thang.html,luachonnhadat.vn,2026-05-25,26000000,84,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 7, DT 5 x 20m, cấp 4, giá 28 triệu/tháng",28 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-7-dt-5-x-20m-cap-4-gia-28-trieu-thang.html,luachonnhadat.vn,2026-05-23,28000000,100,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Trần Văn Giàu, DT 5 x 20m, 3 tấm, giá 50 triệu/tháng,",50 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-tran-van-giau-dt-5-x-20m-3-tam-gia-50-trieu-thang-.html,luachonnhadat.vn,2026-05-23,50000000,100,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 21, DT 4.5 x 20m, 3.5 tấm, giá 22 triệu/tháng.",22 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-21-dt-4-5-x-20m-3-5-tam-gia-22-trieu-thang-.html,luachonnhadat.vn,2026-05-23,22000000,90,NA,NA
"Cho thuê nhà MT đường Nguyễn Sơn, P. Phú Thọ Hoà, DT 6.5 x 12m, cấp 4, giá 20 triệu/tháng",20 Triệu/tháng,78 m²,"Tân Phú, Hồ Chí Minh",Tân Phú,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-nguyen-son-p-phu-tho-hoa-dt-6-5-x-12m-cap-4-gia-20-trieu-thang.html,luachonnhadat.vn,2026-05-22,20000000,78,NA,NA
"Cho thuê nhà MT đường Kinh Dương Vương, P.13, Q.6, DT 5 x 23m, 5 tấm, giá 70 triệu/tháng",70 Triệu/tháng,115 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-kinh-duong-vuong-p-13-q-6-dt-5-x-23m-5-tam-gia-70-trieu-thang.html,luachonnhadat.vn,2026-05-21,70000000,115,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 1, DT 12 x 20m, 3 tấm, giá 100 triệu/tháng",100 Triệu/tháng,240 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-1-dt-12-x-20m-3-tam-gia-100-trieu-thang.html,luachonnhadat.vn,2026-05-21,100000000,240,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Tên Lửa, DT 4 x 21m, 3.5 tấm, giá 35 triệu/tháng.",35 Triệu/tháng,84 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-ten-lua-dt-4-x-21m-3-5-tam-gia-35-trieu-thang-.html,luachonnhadat.vn,2026-05-20,35000000,84,NA,NA
"Cho thuê nhà khu Tên Lửa Aeon Mall, MT đường Số 5, DT 5 x 20m, 3.5 tấm, giá 25 triệu/tháng",25 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-aeon-mall-mt-duong-so-5-dt-5-x-20m-3-5-tam-gia-25-trieu-thang.html,luachonnhadat.vn,2026-05-20,25000000,100,NA,NA
"Cho thuê nhà khu Bình Phú, MT đường Số 22, DT 4 x 19m, 4.5 tấm, giá 20 triệu/tháng.",20 Triệu/tháng,76 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-so-22-dt-4-x-19m-4-5-tam-gia-20-trieu-thang-.html,luachonnhadat.vn,2026-05-20,20000000,76,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 4, DT 6 x 22m, 3.5 tấm, giá 45 triệu/tháng.",45 Triệu/tháng,132 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-4-dt-6-x-22m-3-5-tam-gia-45-trieu-thang-.html,luachonnhadat.vn,2026-05-20,45000000,132,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường số 7A, DT 4 x 20m, 3 tấm, giá 22 triệu/tháng",22 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-7a-dt-4-x-20m-3-tam-gia-22-trieu-thang.html,luachonnhadat.vn,2026-05-20,22000000,80,NA,NA
"✅ CHO THUÊ TOÀ NHÀ MT LÊ VĂN QUỚI, 37 X 60M, HẦM + 6 LẦU, 1 TỶ/THÁNG, TDT SÀN 9794 M2",1 Tỷ/tháng,1110 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/-cho-thue-toa-nha-mt-le-van-quoi-37-x-60m-ham-6-lau-1-ty-thang-tdt-san-9794-m2.html,luachonnhadat.vn,2026-05-19,1000000000,1110,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 24A, DT 4.5 x 20m, 3.5 tấm, giá 24 triệu/tháng.",24 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-24a-dt-4-5-x-20m-3-5-tam-gia-24-trieu-thang-.html,luachonnhadat.vn,2026-05-19,24000000,90,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 7, DT 5 x 20m, 4 tấm, giá 50 triệu/tháng",50 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-7-dt-5-x-20m-4-tam-gia-50-trieu-thang.html,luachonnhadat.vn,2026-05-18,50000000,100,NA,NA
"Cho thuê biệt thự khu Tên Lửa, MT đường Số 34, DT 10 x 20m, 3 tấm, giá 60 triệu/tháng",60 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-khu-ten-lua-mt-duong-so-34-dt-10-x-20m-3-tam-gia-60-trieu-thang.html,luachonnhadat.vn,2026-05-18,60000000,200,NA,NA
"Cho thuê kho xưởng hẻm 218 An Dương Vương, P.16, Q.8, DT 10 x 25m, cấp 4, giá 22 triệu/tháng",22 Triệu/tháng,250 m²,"Quận 8, Hồ Chí Minh",Quận 8,Nhà xưởng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-kho-xuong-hem-218-an-duong-vuong-p-16-q-8-dt-10-x-25m-cap-4-gia-22-trieu-thang.html,luachonnhadat.vn,2026-05-18,22000000,250,NA,NA
"Cho thuê nhà MT lô G khu Cư Xá Phú Lâm D, P.10, Q.6, DT 4 x 18m, 3.5 tấm, giá 24.5 triệu/tháng",24.5 Triệu/tháng,72 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-lo-g-khu-cu-xa-phu-lam-d-p-10-q-6-dt-4-x-18m-3-5-tam-gia-24-5-trieu-thang.html,luachonnhadat.vn,2026-05-18,24500000,72,NA,NA
"Cho thuê nhà khu Tên Lửa, góc 2MT đường Tên Lửa, DT 8 x 21m, 4 tấm, giá 200 triệu/tháng",200 Triệu/tháng,168 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-goc-2mt-duong-ten-lua-dt-8-x-21m-4-tam-gia-200-trieu-thang.html,luachonnhadat.vn,2026-05-15,200000000,168,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 15A, DT 4 x 20m, 3 tấm, giá 26 triệu/tháng.",26 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-15a-dt-4-x-20m-3-tam-gia-26-trieu-thang-.html,luachonnhadat.vn,2026-05-15,26000000,80,NA,NA
"Cho thuê nhà MT đường Tỉnh Lộ 10, P. Tân Tạo, 4.5 x 27m, cấp 4, giá 16 triệu/tháng",16 Triệu/tháng,121 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-tinh-lo-10-p-tan-tao-4-5-x-27m-cap-4-gia-16-trieu-thang.html,luachonnhadat.vn,2026-05-15,16000000,121,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường số 7, DT 6 x 21m, cấp 4, giá 31 triệu/tháng",31 Triệu/tháng,126 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-7-dt-6-x-21m-cap-4-gia-31-trieu-thang.html,luachonnhadat.vn,2026-05-14,31000000,126,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 28, DT 4.5 x 20m, 3.5 tấm, giá 25 triệu/tháng.",25 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-28-dt-4-5-x-20m-3-5-tam-gia-25-trieu-thang-.html,luachonnhadat.vn,2026-05-13,25000000,90,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 19, DT 9 x 15m, 4 tấm, giá 60 triệu/tháng.",60 Triệu/tháng,135 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-19-dt-9-x-15m-4-tam-gia-60-trieu-thang-.html,luachonnhadat.vn,2026-05-13,60000000,135,NA,NA
"Cho thuê nhà hẻm 743 Tỉnh Lộ 10, P. Bình Trị Đông B, DT 4 x 25m, cấp 4, giá 12 triệu/tháng",12 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-743-tinh-lo-10-p-binh-tri-dong-b-dt-4-x-25m-cap-4-gia-12-trieu-thang.html,luachonnhadat.vn,2026-05-12,12000000,100,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 1A, DT 4 x 20m, 3 tấm, giá 18 triệu/tháng",18 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-1a-dt-4-x-20m-3-tam-gia-18-trieu-thang.html,luachonnhadat.vn,2026-05-11,18000000,80,NA,NA
"Cho thuê nhà hẻm 933 Tỉnh Lộ 10, P. Tân Tạo, 5 x 20m, cấp 4, giá 14 triệu/tháng",14 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-933-tinh-lo-10-p-tan-tao-5-x-20m-cap-4-gia-14-trieu-thang.html,luachonnhadat.vn,2026-05-11,14000000,100,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Tên Lửa, DT 4 x 23m, 3 tấm, giá 25 triệu/tháng",25 Triệu/tháng,92 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-ten-lua-dt-4-x-23m-3-tam-gia-25-trieu-thang.html,luachonnhadat.vn,2026-05-11,25000000,92,NA,NA
✅ CHO THUÊ NHÀ PHỐ – MẶT TIỀN ĐƯỜNG SỐ 34 KHU TÊN LỬA – KẾT CẤU 3.5 TẤM | GIÁ 23 TRIỆU/THÁNG,23 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/-cho-thue-nha-pho-mat-tien-duong-so-34-khu-ten-lua-ket-cau-3-5-tam-gia-23-trieu-thang.html,luachonnhadat.vn,2026-05-10,23000000,80,NA,NA
"Cho thuê nhà hẻm 122 Đất Mới, P. Bình Trị Đông, 8 x 25m, 3.5 tấm, giá 40 triệu/tháng",40 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Đất,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-122-dat-moi-p-binh-tri-dong-8-x-25m-3-5-tam-gia-40-trieu-thang.html,luachonnhadat.vn,2026-05-10,40000000,200,NA,NA
"Cho thuê nhà góc 2MT hẻm 753 Tỉnh Lộ 10, P. Bình Trị Đông B, 5.7 x 18m, NH 6m, 3 tấm, giá 25tr/tháng",25 Triệu/tháng,102 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-hem-753-tinh-lo-10-p-binh-tri-dong-b-5-7-x-18m-nh-6m-3-tam-gia-25tr-thang.html,luachonnhadat.vn,2026-05-09,25000000,102,NA,NA
"Cho thuê nhà MT đường Lê Công Phép, P. An Lạc, DT 10 x 8.5m, 1 lầu, giá 20 triệu/tháng",20 Triệu/tháng,85 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-le-cong-phep-p-an-lac-dt-10-x-8-5m-1-lau-gia-20-trieu-thang.html,luachonnhadat.vn,2026-05-09,20000000,85,NA,NA
"CHO THUÊ NHÀ KHU TÊN LỬA, GÓC 2MT TÊN LỬA | 10 X 20M, 3.5 TẤM, 100 TRIỆU/THÁNG.",100 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-goc-2mt-ten-lua-10-x-20m-3-5-tam-100-trieu-thang-.html,luachonnhadat.vn,2026-05-08,100000000,200,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 25, DT 4 x 20m, 3.5 tấm, giá 25 triệu/tháng",25 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-25-dt-4-x-20m-3-5-tam-gia-25-trieu-thang.html,luachonnhadat.vn,2026-05-08,25000000,80,NA,NA
"Cho thuê nhà MT đường Tỉnh Lộ 10, P. Tân Tạo, DT 6.5 x 50m, NH 9.3m, 5 tấm, giá 100 triệu/tháng",100 Triệu/tháng,325 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-tinh-lo-10-p-tan-tao-dt-6-5-x-50m-nh-9-3m-5-tam-gia-100-trieu-thang.html,luachonnhadat.vn,2026-05-08,100000000,325,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 7, DT 5 x 20m, 3.5 tấm, giá 45 triệu/tháng",45 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-7-dt-5-x-20m-3-5-tam-gia-45-trieu-thang.html,luachonnhadat.vn,2026-05-07,45000000,100,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 7, DT 5 x 20m, 3.5 tấm, giá 45 triệu/tháng.",45 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-7-dt-5-x-20m-3-5-tam-gia-45-trieu-thang-.html,luachonnhadat.vn,2026-05-07,45000000,100,NA,NA
"Cho thuê nhà MT đường Tạ Mỹ Duật, P. An Lạc A, DT 8 x 20m, 3.5 tấm, giá 45 triệu/tháng",45 Triệu/tháng,160 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-ta-my-duat-p-an-lac-a-dt-8-x-20m-3-5-tam-gia-45-trieu-thang.html,luachonnhadat.vn,2026-05-06,45000000,160,NA,NA
"Cho thuê nhà MT đường Hậu Giang, P.12, Q.6, DT 7.5 x 28m, 5.5 tấm, giá 130 triệu/tháng.",130 Triệu/tháng,210 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-hau-giang-p-12-q-6-dt-7-5-x-28m-5-5-tam-gia-130-trieu-thang-.html,luachonnhadat.vn,2026-05-06,130000000,210,NA,NA
"Cho thuê nhà khu Cư Xá Rada, MT đường Số 2, DT 4 x 20m, 3.5 tấm, giá 20 triệu/tháng",20 Triệu/tháng,80 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-cu-xa-rada-mt-duong-so-2-dt-4-x-20m-3-5-tam-gia-20-trieu-thang.html,luachonnhadat.vn,2026-05-06,20000000,80,NA,NA
"Cho thuê nhà khu Bình Phú, MT đường Song Hành, DT 4 x 19m, 4.5 tấm, giá 21 tỷ",21 Triệu/tháng,76 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-song-hanh-dt-4-x-19m-4-5-tam-gia-21-ty.html,luachonnhadat.vn,2026-05-06,21000000,76,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 16, DT 6 x 21.5m, 3 tấm, giá 30 triệu/tháng.",30 Triệu/tháng,129 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-16-dt-6-x-21-5m-3-tam-gia-30-trieu-thang-.html,luachonnhadat.vn,2026-04-29,30000000,129,NA,NA
"Cho thuê nhà góc 2MT hẻm 246 đường 26/3, P. Bình Hưng Hòa, DT 4 x 16m, 2 tấm, giá 11 triệu/tháng",11 Triệu/tháng,64 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-hem-246-duong-26-3-p-binh-hung-hoa-dt-4-x-16m-2-tam-gia-11-trieu-thang.html,luachonnhadat.vn,2026-04-28,11000000,64,NA,NA
"Cho thuê nhà khu Bình Phú, MT đường Trần Văn Kiểu, DT 4 x 20m, 3.5 tấm, giá 30 triệu/tháng",30 Triệu/tháng,80 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-tran-van-kieu-dt-4-x-20m-3-5-tam-gia-30-trieu-thang.html,luachonnhadat.vn,2026-04-27,30000000,80,NA,NA
"Cho thuê nhà MT đường Tân Hòa Đông, P.14, Q.6, DT 8 x 20m, NH 10m, 5 tấm, giá 60 triệu/tháng",60 Triệu/tháng,160 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-tan-hoa-dong-p-14-q-6-dt-8-x-20m-nh-10m-5-tam-gia-60-trieu-thang.html,luachonnhadat.vn,2026-04-25,60000000,160,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Vành Đai Trong, DT 12 x 21.5m, 5 tấm, giá 200 triệu/tháng.",200 Triệu/tháng,258 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-vanh-dai-trong-dt-12-x-21-5m-5-tam-gia-200-trieu-thang-.html,luachonnhadat.vn,2026-04-23,200000000,258,NA,NA
"Cho thuê nhà MT đường Mã Lò, P. Bình Hưng Hoà A, DT 4 x 20m, 4 tấm, giá 28 triệu/tháng",28 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-ma-lo-p-binh-hung-hoa-a-dt-4-x-20m-4-tam-gia-28-trieu-thang.html,luachonnhadat.vn,2026-04-21,28000000,80,NA,NA
"Cho thuê nhà khu Tên Lửa gần Aeon Mall, MT đường Số 17B, DT 5 x 20m, 3.5 tấm, giá 25 triệu/tháng.",25 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-gan-aeon-mall-mt-duong-so-17b-dt-5-x-20m-3-5-tam-gia-25-trieu-thang-.html,luachonnhadat.vn,2026-04-20,25000000,100,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Vành Đai Trong, DT 12 x 21.5m, 4 tấm, giá 140 triệu/tháng.",140 Triệu/tháng,258 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-vanh-dai-trong-dt-12-x-21-5m-4-tam-gia-140-trieu-thang-.html,luachonnhadat.vn,2026-04-20,140000000,258,NA,NA
"Cho thuê đất khu Tên Lửa, góc 2MT đường Số 32, DT 20 x 20m, giá 80 triệu/tháng",80 Triệu/tháng,400 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Đất,thue,https://luachonnhadat.vn/nha-dat/cho-thue-dat-khu-ten-lua-goc-2mt-duong-so-32-dt-20-x-20m-gia-80-trieu-thang.html,luachonnhadat.vn,2026-04-20,80000000,400,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 4, DT 4 x 20m, 3.5 tấm, giá 27 triệu/tháng.",27 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-4-dt-4-x-20m-3-5-tam-gia-27-trieu-thang-.html,luachonnhadat.vn,2026-04-20,27000000,80,NA,NA
"Cho thuê nhà hẻm 995 Hồng Bàng, P.12, Q.6, DT 4 x 15m, 3.5 tấm, giá 18 triệu/tháng",18 Triệu/tháng,60 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-995-hong-bang-p-12-q-6-dt-4-x-15m-3-5-tam-gia-18-trieu-thang.html,luachonnhadat.vn,2026-04-17,18000000,60,NA,NA
"Cho thuê nhà khu Bình Phú, 2MT Trước - Sau đường Vành Đai, DT 8 x 23m, cấp 4, giá 33 triệu/tháng.",33 Triệu/tháng,184 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-2mt-truoc-sau-duong-vanh-dai-dt-8-x-23m-cap-4-gia-33-trieu-thang-.html,luachonnhadat.vn,2026-04-17,33000000,184,NA,NA
"Cho thuê biệt thự khu Tên Lửa, góc 2MT đường Số 19B, DT 10 x 19m, 3.5 tấm, giá 70 triệu/tháng",70 Triệu/tháng,190 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-khu-ten-lua-goc-2mt-duong-so-19b-dt-10-x-19m-3-5-tam-gia-70-trieu-thang.html,luachonnhadat.vn,2026-04-17,70000000,190,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 19, DT 5 x 20m, 3.5 tấm, giá 32 triệu/tháng",32 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-19-dt-5-x-20m-3-5-tam-gia-32-trieu-thang.html,luachonnhadat.vn,2026-04-17,32000000,100,NA,NA
"Cho thuê biệt thự khu Tên Lửa, MT đường Số 3A, DT 20 x 20m, 3 tấm, giá 110 triệu/tháng",110 Triệu/tháng,400 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-khu-ten-lua-mt-duong-so-3a-dt-20-x-20m-3-tam-gia-110-trieu-thang.html,luachonnhadat.vn,2026-04-17,110000000,400,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Tên Lửa, DT 4 x 20m, 3.5 tấm, giá 30 triệu/tháng.",30 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-ten-lua-dt-4-x-20m-3-5-tam-gia-30-trieu-thang-.html,luachonnhadat.vn,2026-04-16,30000000,80,NA,NA
"Cho thuê nhà MT đường Lê Văn Quới, P. Bình Trị Đông A, DT 5 x 20m, 1 lầu, giá 20 triệu/tháng",20 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-le-van-quoi-p-binh-tri-dong-a-dt-5-x-20m-1-lau-gia-20-trieu-thang.html,luachonnhadat.vn,2026-04-14,20000000,100,NA,NA
