tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,phuong_xa,loai_bds,loai_gd,url,nguon,so_phong_ngu,gia_vnd,dien_tich_m2,ngay_dang,phap_ly,id_nguon,lat,lon
Bán Nhà Đường Số 7 Khu A Đô Thị An Phú An Khánh 10x17m Vuông Vức Giá 34 Tỷ,34 tỷ,170 m²,"Đường số 7, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường An Phú,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-so-7-khu-a-do-thi-an-phu-an-khanh-10x17m-vuong-vuc-gia-34-ty-16984396.html,alonhadat,1,34000000000,170,2026-06-07,,16984396,,
"Bán nhà Hàng hiếm Tăng Nhơn Phú , Q9 , 68m2 - Đường 6M - giá 5 tỷ 700","5,7 tỷ",68 m²,"Đường số 9, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-hang-hiem-tang-nhon-phu-q9-68m2-duong-6m-gia-5-ty-700-18435100.html,alonhadat,2,5700000000,68,2026-06-07,,18435100,,
"🏡 **NHÀ PHỐ 3 TẦNG – KDC HƯNG PHÚ, PHƯỚC LONG B 90M2 CHỈ 15 TỶ 🔥",15 tỷ,90 m²,"Đường Liên Phường, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Nhà ở,ban,https://alonhadat.com.vn/-nha-pho-3-tang-kdc-hung-phu-phuoc-long-b-90m2-chi-15-ty--18378849.html,alonhadat,4,15000000000,90,2026-06-07,,18378849,,
"🔥 NHÀ PHƯỚC LONG A – GẦN GA METRO – HẺM Ô TÔ 52M2 CHỈ 5,1 TỶ","5,1 tỷ",52 m²,"Đường Xa Lộ Hà Nội, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long A,Nhà ở,ban,https://alonhadat.com.vn/-nha-phuoc-long-a-gan-ga-metro-hem-o-to-52m2-chi-5-1-ty-18177607.html,alonhadat,2,5100000000,52,2026-06-07,,18177607,,
"NHÀ HXH NGAY TRƯỜNG CAO ĐẲNG CÔNG THƯƠNG, DT 52M2, SHR HOÀN CÔNG CHỈ 5,4 TỶ","5,4 tỷ",52 m²,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Nhà ở,ban,https://alonhadat.com.vn/nha-hxh-ngay-truong-cao-dang-cong-thuong-dt-52m2-shr-hoan-cong-chi-5-4-ty-18242275.html,alonhadat,1,5400000000,52,2026-06-07,,18242275,,
"Bán nhà mặt tiền 343 Đỗ Xuân Hợp, Quận 9, dt: 8x36m 2 tầng cho thuê 150tr/tháng.",48 tỷ,240 m²,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-343-do-xuan-hop-quan-9-dt-8x36m-2-tang-cho-thue-150tr-thang--18320150.html,alonhadat,8,48000000000,240,2026-06-07,,18320150,,
Bán nhà góc 2MT Trần Não - DT khủng 20x50m - XD: Hầm 8 lầu - HĐT: 350tr/th - có GPXD H8L,285 tỷ,1000 m²,"Đường Trần Não, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường Bình An,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-goc-2mt-tran-nao-dt-khung-20x50m-xd-ham-8-lau-hdt-350tr-th-co-gpxd-h8l-13879107.html,alonhadat,30,285000000000,1000,2026-06-07,,13879107,,
"❌❌ NHÀ ĐẸP CHỢ 339 – NGANG 5M – HẺM XE TẢI THÔNG – GIÁ 5,6 TỶ","5,6 tỷ",55 m²,"Đường số 339, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Nhà ở,ban,https://alonhadat.com.vn/-nha-dep-cho-339-ngang-5m-hem-xe-tai-thong-gia-5-6-ty-18259894.html,alonhadat,3,5600000000,55,2026-06-07,,18259894,,
SIÊU PHẨM MT ĐINH CỦNG VIÊN CÁCH GA METRO 500M- PLA - TP THỦ ĐỨC - 71M2 -2 TẦNG CHỈ 7 TỶ,7 tỷ,71 m²,"Đường Đinh Củng Viên, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long A,Nhà ở,ban,https://alonhadat.com.vn/sieu-pham-mt-dinh-cung-vien-cach-ga-metro-500m-pla-tp-thu-duc-71m2-2-tang-chi-7-ty-18279293.html,alonhadat,3,7000000000,71,2026-06-07,,18279293,,
"BÁN NHÀ 2 TẦNG KHU CHỢ ĐÊM MAN THIỆN - HẺM XE HƠI 1 TRỤC - TĂNG NHƠN PHÚ A, TP. THÚ ĐỨC","3,2 tỷ",40 m²,"Đường Man Thiện, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-2-tang-khu-cho-dem-man-thien-hem-xe-hoi-1-truc-tang-nhon-phu-a-tp-thu-duc-18009636.html,alonhadat,2,3200000000,40,2026-06-07,,18009636,,
"MT HIỆP PHÚ 4 TẦNG 105M2, GIÁ 14,5 TỶ, NGAY NGÃ 4 THỦ ĐỨC, Ở NGAY","14,5 tỷ",105 m²,"Đường Tân Lập 1, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Hiệp Phú,Nhà ở,ban,https://alonhadat.com.vn/mt-hiep-phu-4-tang-105m2-gia-14-5-ty-ngay-nga-4-thu-duc-o-ngay-18054804.html,alonhadat,6,14500000000,105,2026-06-07,,18054804,,
🔥 HXH DƯƠNG ĐÌNH HỘI – 100m² NGANG 5M – 2 TẦNG – CHỈ 8 TỶ,8 tỷ,100 m²,"Đường Dương Đình Hội, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Nhà ở,ban,https://alonhadat.com.vn/-hxh-duong-dinh-hoi-100m-ngang-5m-2-tang-chi-8-ty-18095936.html,alonhadat,4,8000000000,100,2026-06-07,,18095936,,
"NHÀ HIỆP PHÚ HXH ĐỐI DIỆN VINCOM Q9, SÁT NGÃ TƯ THỦ ĐỨC- DIỆN TÍCH 70M2 GIÁ CHỈ 5,2 TỶ","5,2 tỷ",70 m²,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Hiệp Phú,Nhà ở,ban,https://alonhadat.com.vn/nha-hiep-phu-hxh-doi-dien-vincom-q9-sat-nga-tu-thu-duc-dien-tich-70m2-gia-chi-4-7-ty-18364266.html,alonhadat,2,5200000000,70,2026-06-07,,18364266,,
"🏡 NHÀ GẦN TRƯỜNG HOA LƯ – TĂNG NHƠN PHÚ B, Q9 – 71m² – GIÁ 5 TỶ",5 tỷ,71 m²,"Đường số 11, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,Nhà ở,ban,https://alonhadat.com.vn/-nha-gan-truong-hoa-lu-tang-nhon-phu-b-q9-71m-gia-5-ty-18361598.html,alonhadat,4,5000000000,71,2026-06-07,,18361598,,
"NHÀ HXH TÂN HOÀ 2 CÁCH VINCOM QUẬN 9 VÀI PHÚT, 124M2 NGANG 4M CHỈ CÓ 8,2 TỶ TL","8,2 tỷ",124 m²,"Đường Tân Hòa 2, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Hiệp Phú,Nhà ở,ban,https://alonhadat.com.vn/nha-hxh-tan-hoa-2-cach-vincom-quan-9-vai-phut-124m2-ngang-4m-chi-co-8-2-ty-tl-18390944.html,alonhadat,3,8199999999.999999,124,2026-06-07,,18390944,,
VIP VIP 🏡🏡 NHÀ 3 TẦNG ĐẸP – TRUNG TÂM PHƯỚC LONG B - TP THỦ ĐỨC – 95M2 NGANG 5M,"7,4 tỷ",95 m²,"Đường Trần Thị Điệu, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Nhà ở,ban,https://alonhadat.com.vn/vip-vip-nha-3-tang-dep-trung-tam-phuoc-long-b-tp-thu-duc-95m2-ngang-5m-18390875.html,alonhadat,3,7400000000,95,2026-06-07,,18390875,,
"🏡 VIP‼️NHÀ HXH TRƯƠNG VĂN THÀNH – HIỆP PHÚ, THỦ ĐỨC, CÁCH NGÃ TƯ THỦ ĐỨC 200M","6,9 tỷ",80 m²,"Đường Trương Văn Thành, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Hiệp Phú,Nhà ở,ban,https://alonhadat.com.vn/-vip-nha-hxh-truong-van-thanh-hiep-phu-thu-duc-cach-nga-tu-thu-duc-200m-18382747.html,alonhadat,3,6900000000,80,2026-06-07,,18382747,,
"Bán nhà đẹp đường số 18, P. Bình Trưng - ngay Nguyễn Duy Trinh - DT 55m2 - 4 tầng - 8.9 tỷ","8,9 tỷ",56 m²,"Đường số 18, Phường Bình Trưng, Hồ Chí Minh",Thành phố Thủ Đức,Phường Bình Trưng,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-dep-duong-so-18-p-binh-trung-ngay-nguyen-duy-trinh-dt-55m2-4-tang-8-9-ty-18757329.html,alonhadat,4,8900000000,56,2026-06-07,,18757329,,
"Bán nhà MT Làng Báo Chí, Thảo Điền - DT 7x20 - 3 tầng - HĐT 60tr/tháng - Giá 23 tỷ TL",23 tỷ,140 m²,"Đường số 1, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thảo Điền,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mt-lang-bao-chi-thao-dien-dt-7x20-3-tang-hdt-60tr-thang-gia-23-ty-tl-17746741.html,alonhadat,4,23000000000,140,2026-06-07,,17746741,,
"Hot Hot ! Bán Toà Nhà Mặt Tiền Kha Vạn Cân .DT 13,6mx40m. 5 Tầng. HĐT 150tr. Giá 70 Tỷ",70 tỷ,511 m²,"Đường Kha Vạn Cân, Phường Hiệp Bình, Hồ Chí Minh",Thành phố Thủ Đức,Phường Linh Đông,Nhà ở,ban,https://alonhadat.com.vn/dung-chan-ban-toa-nha-mat-tien-kha-van-can-dt-13-6mx40m-5-tang-hdt-150tr-gia-70-ty-18439685.html,alonhadat,6,70000000000,511,2026-06-07,,18439685,,
"🔥 TÒA NHÀ 5 TẦNG MẶT TIỀN – VỪA Ở VỪA LÀM VĂN PHÒNG – ĐẲNG CẤP DOANH NHÂN - AN KHÁNH, Q2",26 tỷ,101 m²,"Đường số 11A, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường An Khánh,Nhà ở,ban,https://alonhadat.com.vn/-toa-nha-5-tang-mat-tien-vua-o-vua-lam-van-phong-dang-cap-doanh-nhan-an-khanh-q2-18755431.html,alonhadat,4,26000000000,101,2026-06-07,,18755431,,
"Nhà Ngang 13m mặt tiền Đỗ Xuân Hợp,Gần Ga Metro Bình Thái,13x60m (NH 20m),HĐT 200tr/tháng",150 tỷ,1250 m²,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Nhà ở,ban,https://alonhadat.com.vn/nha-ngang-13m-mat-tien-do-xuan-hop-gan-ga-metro-binh-thai-13x60m-nh-20m-hdt-200tr-thang-17422742.html,alonhadat,4,150000000000,1250,2026-06-07,,17422742,,
"Nhà 2 Tầng Linh Xuân, 67m2 Sổ hồng riêng hoàn công, 3PN, 2wc, có sân để xe, hẻm xe hơi","4,5 tỷ",67 m²,"Đường Số 8, Phường Linh Xuân, Hồ Chí Minh",Thành phố Thủ Đức,Phường Linh Xuân,Nhà ở,ban,https://alonhadat.com.vn/nha-2-tang-linh-xuan-67m2-so-hong-rieng-hoan-cong-3pn-2wc-co-san-de-xe-hem-xe-hoi-18756692.html,alonhadat,3,4500000000,67,2026-06-07,,18756692,,
"Bán nhà 1-3 Giang Văn Minh, An Phú, Tp. Thủ Đức 25x20m- HĐT 5.000$-150 Tỷ TL",150 tỷ,496 m²,"Đường Giang Văn Minh, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường An Phú,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-1-3-giang-van-minh-an-phu-tp-thu-duc-25x20m-hdt-5-000-150-ty-tl-18756668.html,alonhadat,2,150000000000,496,2026-06-07,,18756668,,
Bán tòa nhà khu compound Trần Não - Quận 2 - DT 14x28m - CN 354m2 - Hầm 6 tầng - Giá 55 tỷ,55 tỷ,392 m²,"Đường Trần Não, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường An Khánh,Nhà ở,ban,https://alonhadat.com.vn/ban-toa-nha-khu-compound-tran-nao-quan-2-dt-14x28m-cn-354m2-ham-6-tang-gia-55-ty-17815848.html,alonhadat,6,55000000000,392,2026-06-07,,17815848,,
"Bán nhà view Landmark 81, hầm 4 tầng-DT 6x25m,HDT 120triệu, đường Trần Não,Quận 2,Giá 37ty",37 tỷ,135 m²,"Đường Trần Não, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường An Khánh,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-view-landmark-81-ham-4-tang-dt-6x25m-hdt-120trieu-duong-tran-nao-quan-2-gia-37ty-17808211.html,alonhadat,6,37000000000,135,2026-06-07,,17808211,,
🔥 XE HƠI NGỦ TRONG NHÀ MỚI 4 TẦNG Ở NGAY HẺM XE TẢI THÔNG - KHU PHÂN LÔ SÁT MẶT TIỀN,"6,5 tỷ",50 m²,"Đường Lã Xuân Oai, Phường Long Trường, Hồ Chí Minh",Thành phố Thủ Đức,Phường Long Trường,Đất,ban,https://alonhadat.com.vn/-nha-moi-4-tang-hem-xe-tai-thong-sat-mt-la-xuan-oai-o-ngay-cuc-dep-vi-tri-dinh-18379820.html,alonhadat,3,6500000000,50,2026-06-07,,18379820,,
"CHDV 4 TẦNG, 8 PHÒNG DÒNG TIỀN 20TR/THÁNG DT 86M2 CHỈ 8,7 TỶ","8,7 tỷ",86 m²,"Đường Man Thiện, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,Đất,ban,https://alonhadat.com.vn/chdv-4-tang-8-phong-dong-tien-20tr-thang-dt-86m2-chi-9-1-ty-18160250.html,alonhadat,8,8700000000,86,2026-06-07,,18160250,,
"GIẢM 250TR – CÒN 4.2 TỶ 🔥 NHÀ MẶT TIỀN – TĂNG NHƠN PHÚ B – 4,2 TỶ LỆ","4,2 tỷ",63 m²,"Đường Số 3, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,Đất,ban,https://alonhadat.com.vn/giam-250tr-con-4-2-ty-nha-mat-tien-tang-nhon-phu-b-4-2-ty-le-18177788.html,alonhadat,2,4200000000,63,2026-06-07,,18177788,,
🔥MẶT TIỀN LÊ VĂN VIỆT NGANG 8M HIẾM TỔNG DT 344M2 – DÒNG TIỀN 100TR/THÁNG🔥,63 tỷ,344 m²,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,Đất,ban,https://alonhadat.com.vn/-mat-tien-le-van-viet-ngang-8m-hiem-tong-dt-344m2-dong-tien-100tr-thang--18373904.html,alonhadat,2,63000000000,344,2026-06-07,,18373904,,
🔥 GIẢM SỐC 1.5 TỶ – MẶT TIỀN LÊ VĂN VIỆT NGANG 5M DÀI 21M – CHỈ 22.5 TỶ,"22,5 tỷ",105 m²,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú A,Đất,ban,https://alonhadat.com.vn/-giam-soc-1-5-ty-mat-tien-le-van-viet-ngang-5m-dai-21m-chi-22-5-ty-18372267.html,alonhadat,2,22500000000,105,2026-06-07,,18372267,,
"Bán nhà mặt tiền Tỉnh Lộ 43, DT 232m2 full thổ cư, sầm uất, gần chợ đầu mối, chợ bình chiể","19,9 tỷ",232 m²,"Đường Tỉnh Lộ 43, Phường Tam Bình, Hồ Chí Minh",Thành phố Thủ Đức,Phường Bình Chiểu,Đất,ban,https://alonhadat.com.vn/ban-nha-mat-tien-tinh-lo-43-dt-232m2-full-tho-cu-sam-uat-gan-cho-dau-moi-cho-binh-chie-18356170.html,alonhadat,8,19900000000,232,2026-06-07,,18356170,,
"Bán nhà mặt phố đường số 13, Long Bình, Thủ Đức, TP HCM. DT 105m2, 4 tầng. Giá 7,5 tỷ","7,5 tỷ",105 m²,"Đường Số 13, Phường Long Bình, Hồ Chí Minh",Thành phố Thủ Đức,Phường Long Bình,Đất,ban,https://alonhadat.com.vn/ban-nha-mat-pho-duong-so-13-long-binh-thu-duc-tp-hcm-dt-105m2-4-tang-gia-7-5-ty-18755396.html,alonhadat,6,7500000000,105,2026-06-07,,18755396,,
"Cần tìm chủ mới cho siêu phẩm Đường số 47, Thảo Điền, Q2. Giá 3Tỷ680 còn TL","3,68 tỷ",70 m²,"Đường số 47, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thảo Điền,Đất,ban,https://alonhadat.com.vn/can-tim-chu-moi-cho-sieu-pham-duong-so-47-thao-dien-q2-gia-3ty680-con-tl-18758102.html,alonhadat,5,3680000000,70,2026-06-07,,18758102,,
"Nhà 2 tầng 136m2 ngay chợ đêm Linh Trung, Thủ Đức mà chỉ 3tỷ4","3,4 tỷ",136 m²,"Đường Tỉnh Lộ 43, Phường Tam Bình, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tam Bình,Đất,ban,https://alonhadat.com.vn/nha-2-tang-136m2-ngay-cho-dem-linh-trung-thu-duc-ma-chi-3ty4-18622683.html,alonhadat,3,3400000000,136,2026-06-07,,18622683,,
"DT 743m2 - 26x29m, khuôn đất xây cao hiếm tại Trần Não, An Khánh, liền kề Thủ Thiêm",145 tỷ,742 m²,"Đường Trần Não, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường An Khánh,Đất,ban,https://alonhadat.com.vn/dt-743m2-26x29m-khuon-dat-xay-cao-hiem-tai-tran-nao-an-khanh-lien-ke-thu-thiem-18661529.html,alonhadat,1,145000000000,742,2026-06-07,,18661529,,
"Tốt nhất tại Thảo Điền, MT Quốc Hương, DT 502m2 - 15.2x30m, xây cao tầng Hầm 7 Tầng",125 tỷ,502 m²,"Đường Quốc Hương, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thảo Điền,Đất,ban,https://alonhadat.com.vn/tot-nhat-tai-thao-dien-mt-quoc-huong-dt-502m2-15-2x30m-xay-cao-tang-ham-7-tang-18646474.html,alonhadat,6,125000000000,502,2026-06-07,,18646474,,
Bán đất xây biệt view sông đường Nguyễn Văn Hưởng Quận 2 giá 115 tỷ,115 tỷ,700 m²,"Đường Nguyễn Văn Hưởng, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thảo Điền,Đất,ban,https://alonhadat.com.vn/ban-dat-xay-biet-view-song-duong-nguyen-van-huong-quan-2-gia-115-ty-18660163.html,alonhadat,2,115000000000,700,2026-06-07,,18660163,,
CHỦ NGỘP CẦN RA GẤP SIÊU PHẨM 3 TẦNG – ĐƯỜNG 9M TRUNG TÂM PHƯỚC LONG B 96M2,"8,6 tỷ",96 m²,"Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Đất,ban,https://alonhadat.com.vn/chu-ngop-can-ra-gap-sieu-pham-3-tang-duong-9m-trung-tam-phuoc-long-b-96m2-18758590.html,alonhadat,3,8600000000,96,2026-06-07,,18758590,,
"BÁN MẶT TIỀN ĐƯỜNG 9 LINH TÂY THỦ ĐỨC, DT 150M2 ,HAI LÔ LIỀN NHAU,CHO THUÊ 45TR","12,9 tỷ",150 m²,"Đường Số 9, Phường Linh Xuân, Hồ Chí Minh",Thành phố Thủ Đức,Phường Linh Tây,Đất,ban,https://alonhadat.com.vn/ban-mat-tien-duong-9-linh-tay-thu-duc-dt-150m2-hai-lo-lien-nhau-cho-thue-45tr-18758281.html,alonhadat,2,12900000000,150,2026-06-07,,18758281,,
"47TY 990- THU NHẬP 120TR/TH, BÁN nhà 3 lầu mặt tiền hoàng diệu 2, linh chiểu ,tp. thủ đức.","47,99 tỷ",337 m²,"Đường Hoàng Diệu 2, Phường Thủ Đức, Hồ Chí Minh",Thành phố Thủ Đức,Phường Linh Chiểu,Đất,ban,https://alonhadat.com.vn/47ty-990-thu-nhap-120tr-th-ban-nha-3-lau-mat-tien-hoang-dieu-2-linh-chieu-tp-thu-duc--15204693.html,alonhadat,36,47990000000,337,2026-06-07,,15204693,,
Siêu Phẩm MT Nguyễn Văn Kỉnh đối diện UBND Thủ Đức DT:8x20m Hầm 7Tầng HĐT:150Tr Giá:73Tỷ,73 tỷ,160 m²,"Đường Nguyễn Văn Kỉnh, Phường Cát Lái, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,Đất,ban,https://alonhadat.com.vn/sieu-pham-mt-nguyen-van-kinh-doi-dien-ubnd-thu-duc-dt-8x20m-ham-7tang-hdt-150tr-gia-73ty-18441919.html,alonhadat,8,73000000000,160,2026-06-07,,18441919,,
Bán Nhà 2 Tầng và Tum Mái - Đất 6x21 Full Thổ Cư - Đường 12m - Sau Chợ Thủ Đức - 5ty85,"5,85 tỷ",123 m²,"Đường Ngô Chí Quốc, Phường Tam Bình, Hồ Chí Minh",Thành phố Thủ Đức,Phường Bình Chiểu,Đất,ban,https://alonhadat.com.vn/toi-ban-nha-2-tang-va-tum-mai-dat-6x21-full-tho-cu-duong-12m-sau-cho-thu-duc-4ty35-13868707.html,alonhadat,2,5850000000,123,2026-06-07,,13868707,,
"Chủ chào bán gấp 162m2 Lê Văn Việt, Q9. Cách nhà ra phố 8.xtỷ đàm phán.",55 triệu / m²,162 m²,"Đường Lê Văn Việt, Phường Long Bình, Hồ Chí Minh",Thành phố Thủ Đức,Phường Long Bình,Đất,ban,https://alonhadat.com.vn/chu-chao-ban-gap-162m2-le-van-viet-q9-cach-nha-ra-pho-8-xty-dam-phan--18757629.html,alonhadat,3,8910000000,162,2026-06-07,,18757629,,
"GẤP BÁN GIẢM TỪ 10 TỶ CÒN 7,5 TỶ. NGÃ TƯ THỦ ĐỨC 106M² 3 TẦNG.","7,5 tỷ",106 m²,"Đường Số 10, Phường Linh Xuân, Hồ Chí Minh",Thành phố Thủ Đức,Phường Linh Trung,Đất,ban,https://alonhadat.com.vn/gap-ban-giam-tu-10-ty-con-7-5-ty-nga-tu-thu-duc-106m-3-tang--18757602.html,alonhadat,3,7500000000,106,2026-06-07,,18757602,,
"💥 HXH TRÁNH – TRƯƠNG VĂN HẢI, TNPB SÁT NGAY GA METRO NGÃ 4 THỦ ĐỨC – 95M² – TIỆN XÂY CHDV","8,6 tỷ",95 m²,"Đường Trương Văn Hải, Phường Tăng Nhơn Phú, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tăng Nhơn Phú B,Đất,ban,https://alonhadat.com.vn/-hxh-tranh-truong-van-hai-tnpb-sat-ngay-ga-metro-nga-4-thu-duc-95m-tien-xay-chdv-18253337.html,alonhadat,3,8600000000,95,2026-06-07,,18253337,,
"NHÀ MT ĐƯỜNG 185 - TRUNG TÂM PHƯỚC LONG B Q9, TRỆT LẦU 53M2 CHỈ 6,8 TỶ","6,8 tỷ",53 m²,"Đường số 185, Phường Phước Long, Hồ Chí Minh",Thành phố Thủ Đức,Phường Phước Long B,Đất,ban,https://alonhadat.com.vn/nha-mt-duong-185-trung-tam-phuoc-long-b-q9-tret-lau-53m2-chi-6-8-ty-18378919.html,alonhadat,2,6800000000,53,2026-06-07,,18378919,,
Bán lô đất góc 2 mặt tiền view sông đường Nguyễn Văn Hưởng Q.2 giá 80 tỷ,80 tỷ,310 m²,"Đường Nguyễn Văn Hưởng, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thảo Điền,Đất nền,ban,https://alonhadat.com.vn/ban-lo-dat-goc-2-mat-tien-view-song-duong-nguyen-van-huong-q-2-gia-80-ty-18660196.html,alonhadat,2,80000000000,310,2026-06-07,,18660196,,
"Bán lô đất đẹp 15x20m KDC Huy Hoàng ngay Trần Quý Kiên, P.Thạnh Mỹ Lợi giá chỉ 155tr/m2",46 tỷ,300 m²,"Đường Trần Quý Kiên, Phường Cát Lái, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,Đất nền,ban,https://alonhadat.com.vn/ban-lo-dat-dep-15x20m-kdc-huy-hoang-ngay-tran-quy-kien-p-thanh-my-loi-gia-chi-155tr-m2-18756942.html,alonhadat,6,46000000000,300,2026-06-07,,18756942,,
Bán lô đất gần sông KDC Thủ Thiêm P. Thạnh Mỹ Lợi 8x20m giá 130tr/m2,"20,8 tỷ",160 m²,"Đường Vũ Phương Đế, Phường Cát Lái, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,Đất nền,ban,https://alonhadat.com.vn/ban-lo-dat-gan-song-kdc-thu-thiem-p-thanh-my-loi-8x20m-gia-130tr-m2-18756880.html,alonhadat,1,20800000000,160,2026-06-07,,18756880,,
Bán lô đất góc 2 mặt tiền Vũ Phương Đề KDC Thủ Thiêm P.Thạnh Mỹ Lợi 15x30m giá 150tr/m2,"45,75 tỷ",305 m²,"Đường Vũ Phương Đế, Phường Cát Lái, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,Đất nền,ban,https://alonhadat.com.vn/ban-lo-dat-goc-2-mat-tien-vu-phuong-de-kdc-thu-thiem-p-thanh-my-loi-15x30m-gia-150tr-m2-18756865.html,alonhadat,1,45750000000,305,2026-06-07,,18756865,,
"45.5 TỶ - cho thuê 60tr/ th , cần gấp bán nhà mặt tiền ,đường cây keo , thủ đức -DT:10X60m","45,5 tỷ",592 m²,"Đường Cây Keo, Phường Tam Bình, Hồ Chí Minh",Thành phố Thủ Đức,Phường Tam Bình,Đất nền,ban,https://alonhadat.com.vn/42-8-ty-cho-thue-60tr-th-can-gap-ban-nha-mat-tien-duong-cay-keo-thu-duc-dt-10x60m-15144464.html,alonhadat,3,45500000000,592,2026-06-07,,15144464,,
Duy nhất lô đất MT Đường số 63 KDC Văn Minh Q.2| DT: 10x18| CTXD: Hầm+ 5 tầng| 41.5 tỷ,"41,5 tỷ",180 m²,"Đường số 63, Phường An Khánh, Hồ Chí Minh",Thành phố Thủ Đức,Phường An Phú,Đất nền,ban,https://alonhadat.com.vn/duy-nhat-lo-dat-mt-duong-so-63-kdc-van-minh-q-2-dt-10x18-ctxd-ham-5-tang-41-5-ty-18757169.html,alonhadat,1,41500000000,180,2026-06-07,,18757169,,
Bán Lô Đất Mặt Tiền Đặng Như Mai- Thành Mỹ Lợi- DT 10x20m- CTXD Hầm 6 Tầng - Giá 42 tỷ,42 tỷ,200 m²,"Đường Đặng Như Mai, Phường Cát Lái, Hồ Chí Minh",Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi,Đất nền,ban,https://alonhadat.com.vn/ban-lo-dat-mat-tien-dang-nhu-mai-thanh-my-loi-dt-10x20m-ctxd-ham-6-tang-gia-42-ty-17815812.html,alonhadat,6,42000000000,200,2026-06-07,,17815812,,
